"자치구 기준일","종로구 전체","종로구 추가","중구 전체","중구 추가","용산구 전체","용산구 추가","성동구 전체","성동구 추가","광진구 전체","광진구 추가","동대문구 전체","동대문구 추가","중랑구 전체","중랑구 추가","성북구 전체","성북구 추가","강북구 전체","강북구 추가","도봉구 전체","도봉구 추가","노원구 전체","노원구 추가","은평구 전체","은평구 추가","서대문구 전체","서대문구 추가","마포구 전체","마포구 추가","양천구 전체","양천구 추가","강서구 전체","강서구 추가","구로구 전체","구로구 추가","금천구 전체","금천구 추가","영등포구 전체","영등포구 추가","동작구 전체","동작구 추가","관악구 전체","관악구 추가","서초구 전체","서초구 추가","강남구 전체","강남구 추가","송파구 전체","송파구 추가","강동구 전체","강동구 추가","기타 전체","기타 추가"
"2021.11.04.00","2210","15","2158","20","3239","18","3396","20","4132","20","4711","56","4520","24","4906","45","3455","27","3283","36","4943","49","5202","40","3260","18","4439","27","3978","30","5404","53","6074","60","2925","53","5783","64","4952","28","6502","48","4887","29","8045","24","7691","63","4979","28","8693","84"
"2021.11.03.00","2195","14","2138","14","3221","18","3376","16","4112","25","4655","57","4496","31","4861","49","3428","29","3247","17","4894","53","5162","46","3242","20","4412","22","3948","28","5351","44","6014","64","2872","37","5719","67","4924","31","6454","55","4858","21","8021","30","7628","62","4951","41","8609","55"
"2021.11.02.00","2181","17","2124","12","3203","15","3360","25","4087","20","4598","45","4465","27","4812","55","3399","42","3230","17","4841","31","5116","46","3222","32","4390","28","3920","31","5307","57","5950","75","2835","31","5652","73","4893","35","6399","65","4837","25","7991","33","7566","56","4910","55","8554","56"
"2021.11.01.00","2164","3","2112","8","3188","11","3335","14","4067","14","4553","19","4438","18","4757","61","3357","28","3213","16","4810","18","5070","16","3190","18","4362","21","3889","33","5250","15","5875","37","2804","19","5579","24","4858","18","6334","37","4812","17","7958","24","7510","31","4855","27","8498","53"
"2021.10.31.00","2161","6","2104","19","3177","10","3321","5","4053","12","4534","36","4420","21","4696","44","3329","28","3197","19","4792","27","5054","16","3172","16","4341","18","3856","37","5235","24","5838","33","2785","19","5555","45","4840","20","6297","37","4795","21","7934","21","7479","46","4828","38","8445","28"
"2021.10.30.00","2155","12","2085","19","3167","17","3316","15","4041","15","4498","35","4399","19","4652","52","3301","29","3178","11","4765","35","5038","20","3156","13","4323","19","3819","25","5211","31","5805","68","2766","16","5510","47","4820","32","6260","43","4774","16","7913","25","7433","51","4790","40","8417","55"
"2021.10.29.00","2143","10","2066","18","3150","9","3301","16","4026","14","4463","44","4380","15","4600","37","3272","28","3167","24","4730","37","5018","20","3143","8","4304","23","3794","22","5180","39","5737","38","2750","18","5463","48","4788","24","6217","46","4758","16","7888","25","7382","39","4750","39","8362","49"
"2021.10.28.00","2133","18","2048","13","3141","15","3285","27","4012","22","4419","38","4365","18","4563","30","3244","31","3143","41","4693","35","4998","20","3135","8","4281","27","3772","11","5141","29","5699","50","2732","30","5415","42","4764","20","6171","35","4742","23","7863","21","7343","48","4711","49","8313","69"
"2021.10.27.00","2115","17","2035","12","3126","9","3258","20","3990","19","4381","30","4347","17","4533","27","3213","26","3102","39","4658","40","4978","13","3127","16","4254","19","3761","17","5112","21","5649","54","2702","34","5373","45","4744","20","6136","34","4719","17","7842","49","7295","61","4662","62","8244","70"
"2021.10.26.00","2098","12","2023","12","3117","19","3238","18","3971","11","4351","27","4330","16","4506","38","3187","28","3063","31","4618","44","4965","31","3111","10","4235","17","3744","17","5091","26","5595","62","2668","18","5328","33","4724","26","6102","40","4702","32","7793","28","7234","41","4600","42","8174","50"
"2021.10.25.00","2086","13","2011","5","3098","4","3220","15","3960","14","4324","15","4314","8","4468","25","3159","6","3032","13","4574","28","4934","10","3101","7","4218","12","3727","17","5065","26","5533","28","2650","8","5295","33","4698","16","6062","19","4670","20","7765","25","7193","17","4558","17","8124","26"
"2021.10.24.00","2073","19","2006","4","3094","3","3205","8","3946","15","4309","16","4306","20","4443","23","3153","15","3019","19","4546","24","4924","10","3094","6","4206","7","3710","14","5039","21","5505","31","2642","13","5262","24","4682","12","6043","25","4650","23","7740","17","7176","33","4541","16","8098","37"
"2021.10.23.00","2054","19","2002","7","3091","15","3197","18","3931","15","4293","22","4286","12","4420","22","3138","16","3000","14","4522","13","4914","12","3088","9","4199","9","3696","10","5018","21","5474","40","2629","26","5238","30","4670","16","6018","28","4627","21","7723","23","7143","38","4525","32","8061","31"
"2021.10.22.00","2035","13","1995","14","3076","12","3179","6","3916","12","4271","24","4274","11","4398","27","3122","18","2986","8","4509","26","4902","16","3079","14","4190","15","3686","9","4997","31","5434","54","2603","40","5208","34","4654","16","5990","13","4606","19","7700","36","7105","13","4493","37","8030","33"
"2021.10.21.00","2022","15","1981","7","3064","9","3173","14","3904","10","4247","30","4263","24","4371","21","3104","11","2978","11","4483","23","4886","21","3065","10","4175","12","3677","14","4966","21","5380","36","2563","14","5174","32","4638","29","5977","22","4587","15","7664","31","7092","24","4456","26","7997","37"
"2021.10.20.00","2007","19","1974","15","3055","6","3159","8","3894","13","4217","22","4239","14","4350","21","3093","15","2967","13","4460","27","4865","21","3055","14","4163","7","3663","24","4945","14","5344","42","2549","14","5142","34","4609","28","5955","30","4572","17","7633","22","7068","23","4430","13","7960","30"
"2021.10.19.00","1988","13","1959","9","3049","8","3151","13","3881","13","4195","20","4225","20","4329","17","3078","17","2954","10","4433","22","4844","18","3041","16","4156","23","3639","12","4931","18","5302","59","2535","14","5108","39","4581","24","5925","22","4555","11","7611","20","7045","19","4417","21","7930","26"
"2021.10.18.00","1975","9","1950","2","3041","10","3138","6","3868","9","4175","12","4205","15","4312","13","3061","9","2944","7","4411","18","4826","9","3025","3","4133","7","3627","9","4913","16","5243","24","2521","14","5069","10","4557","22","5903","9","4544","4","7591","19","7026","13","4396","16","7904","13"
"2021.10.17.00","1966","13","1948","4","3031","8","3132","13","3859","8","4163","10","4190","13","4299","25","3052","9","2937","10","4393","11","4817","9","3022","7","4126","6","3618","5","4897","13","5219","37","2507","18","5059","23","4535","12","5894","16","4540","5","7572","20","7013","14","4380","20","7891","26"
"2021.10.16.00","1953","9","1944","8","3023","18","3119","17","3851","10","4153","18","4177","19","4274","20","3043","11","2927","13","4382","18","4808","28","3015","16","4120","9","3613","9","4884","22","5182","54","2489","17","5036","32","4523","21","5878","19","4535","6","7552","29","6999","18","4360","29","7865","36"
"2021.10.15.00","1944","21","1936","10","3005","10","3102","15","3841","10","4135","20","4158","18","4254","31","3032","17","2914","8","4364","22","4780","31","2999","18","4111","10","3604","6","4862","11","5128","73","2472","23","5004","36","4502","22","5859","36","4529","9","7523","36","6981","31","4331","29","7829","32"
"2021.10.14.00","1923","25","1926","7","2995","20","3087","15","3831","25","4115","44","4140","28","4223","30","3015","26","2906","16","4342","22","4749","33","2981","25","4101","20","3598","8","4851","15","5055","84","2449","33","4968","31","4480","20","5823","24","4520","10","7487","32","6950","29","4302","26","7797","33"
"2021.10.13.00","1898","21","1919","8","2975","19","3072","8","3806","23","4071","30","4112","25","4193","27","2989","20","2890","22","4320","38","4716","41","2956","9","4081","22","3590","14","4836","19","4971","71","2416","38","4937","52","4460","26","5799","37","4510","11","7455","44","6921","35","4276","35","7764","52"
"2021.10.12.00","1877","14","1911","9","2956","19","3064","12","3783","12","4041","32","4087","25","4166","29","2969","16","2868","10","4282","26","4675","27","2947","16","4059","25","3576","9","4817","24","4900","59","2378","17","4885","28","4434","13","5762","23","4499","15","7411","37","6886","30","4241","24","7712","31"
"2021.10.11.00","1863","12","1902","5","2937","22","3052","11","3771","18","4009","19","4062","17","4137","24","2953","30","2858","7","4256","19","4648","15","2931","14","4034","12","3567","17","4793","23","4841","35","2361","11","4857","17","4421","20","5739","15","4484","9","7374","48","6856","19","4217","15","7681","28"
"2021.10.10.00","1851","11","1897","9","2915","10","3041","15","3753","24","3990","25","4045","17","4113","21","2923","15","2851","19","4237","34","4633","19","2917","8","4022","11","3550","13","4770","16","4806","51","2350","28","4840","25","4401","14","5724","20","4475","13","7326","27","6837","24","4202","20","7653","22"
"2021.10.09.00","1840","11","1888","7","2905","28","3026","7","3729","24","3965","29","4028","21","4092","22","2908","21","2832","12","4203","24","4614","31","2909","12","4011","18","3537","9","4754","23","4755","66","2322","21","4815","20","4387","23","5704","24","4462","7","7299","28","6813","35","4182","31","7631","29"
"2021.10.08.00","1829","16","1881","15","2877","24","3019","14","3705","15","3936","55","4007","21","4070","33","2887","31","2820","12","4179","30","4583","28","2897","25","3993","26","3528","23","4731","27","4689","51","2301","29","4795","30","4364","32","5680","21","4455","15","7271","35","6778","35","4151","27","7602","42"
"2021.10.07.00","1813","30","1866","12","2853","13","3005","10","3690","20","3881","39","3986","36","4037","31","2856","31","2808","22","4149","37","4555","35","2872","21","3967","33","3505","30","4704","24","4638","55","2272","24","4765","40","4332","31","5659","25","4440","22","7236","31","6743","44","4124","41","7560","35"
"2021.10.06.00","1783","25","1854","25","2840","15","2995","10","3670","17","3842","50","3950","26","4006","36","2825","34","2786","30","4112","36","4520","39","2851","19","3934","24","3475","31","4680","35","4583","66","2248","20","4725","42","4301","22","5634","25","4418","24","7205","22","6699","52","4083","46","7525","65"
"2021.10.05.00","1758","16","1829","14","2825","11","2985","24","3653","21","3792","27","3924","36","3970","21","2791","29","2756","22","4076","34","4481","29","2832","19","3910","22","3444","24","4645","21","4517","52","2228","16","4683","32","4279","23","5609","28","4394","14","7183","36","6647","38","4037","37","7460","43"
"2021.10.04.00","1742","12","1815","10","2814","9","2961","15","3632","17","3765","24","3888","22","3949","18","2762","23","2734","20","4042","19","4452","24","2813","11","3888","20","3420","12","4624","21","4465","58","2212","18","4651","14","4256","22","5581","12","4380","15","7147","30","6609","25","4000","20","7417","30"
"2021.10.03.00","1730","20","1805","20","2805","16","2946","15","3615","10","3741","33","3866","26","3931","26","2739","15","2714","16","4023","18","4428","28","2802","17","3868","24","3408","16","4603","23","4407","28","2194","15","4637","29","4234","14","5569","18","4365","18","7117","30","6584","32","3980","28","7387","38"
"2021.10.02.00","1710","30","1785","19","2789","19","2931","21","3605","14","3708","45","3840","28","3905","23","2724","25","2698","16","4005","24","4400","28","2785","21","3844","35","3392","16","4580","18","4379","45","2179","22","4608","36","4220","22","5551","18","4347","14","7087","25","6552","36","3952","38","7349","97"
"2021.10.01.00","1680","14","1766","18","2770","22","2910","26","3591","23","3663","57","3812","32","3882","24","2699","19","2682","32","3981","8","4372","29","2764","16","3809","30","3376","26","4562","38","4334","62","2157","28","4572","39","4198","19","5533","38","4333","22","7062","33","6516","31","3914","26","7252","80"
"2021.09.30.00","1666","23","1748","21","2748","15","2884","22","3568","35","3606","67","3780","19","3858","46","2680","35","2650","19","3973","12","4343","36","2748","29","3779","27","3350","28","4524","35","4272","61","2129","29","4533","37","4179","29","5495","36","4311","18","7029","52","6485","68","3888","44","7172","70"
"2021.09.29.00","1643","27","1727","28","2733","28","2862","23","3533","48","3539","53","3761","31","3812","30","2645","38","2631","25","3961","29","4307","24","2719","25","3752","27","3322","35","4489","45","4211","60","2100","36","4496","35","4150","27","5459","39","4293","10","6977","49","6417","61","3844","57","7102","53"
"2021.09.28.00","1616","25","1699","36","2705","24","2839","24","3485","37","3486","65","3730","26","3782","47","2607","27","2606","37","3932","30","4283","47","2694","32","3725","47","3287","28","4444","42","4151","58","2064","33","4461","41","4123","31","5420","49","4283","19","6928","46","6356","68","3787","56","7049","76"
